Date,Names,Loan_Purpose,Guarantor,Amount,Payment_Mode,Employment,Other Income,Marital_Status,Loan_Status,Interest_rate
2016-04-27,Propser,Business,Absence,267152,Cash,Unemployed,No,Divorce,Approved,8%
2016-04-28,Queen,School Fees,Absence,206268,Cash,Unemployed,No,Single,Rejected,15%
2016-04-29,John,Rent,Present,936083,Online,Unemployed,Yes,Single,Approved,10%
2016-04-30,Eniola,School Fees,Absence,945167,Cash,Unemployed,Yes,Married,Rejected,15%
2016-05-01,James,Business,Present,517892,Online,Unemployed,No,Divorce,Rejected,8%
2016-05-02,Queen,Rent,Absence,734548,Cash,Unemployed,Yes,Married,Approved,10%
2016-05-03,Esther,Rent,Present,646374,Online,Unemployed,No,Married,Rejected,10%
2016-05-04,Eniola,School Fees,Present,784739,Online,Employed,Yes,Married,Rejected,15%
2016-05-05,James,Business,Present,453014,Cash,Unemployed,Yes,Married,Rejected,10%
2016-05-06,John,Food,Present,449098,Cash,Employed,No,Married,Approved,15%
2016-05-07,James,School Fees,Present,719595,Online,Unemployed,Yes,Single,Approved,20%
2016-05-08,John,Others,Present,50548,Online,Employed,No,Single,Rejected,8%
2016-05-09,Queen,School Fees,Present,353300,Cash,Self-employed,Yes,Married,Rejected,15%
2016-05-10,Esther,Business,Present,798970,Cash,Self-employed,Yes,Married,Approved,15%
2016-05-11,Paul,School Fees,Present,182173,Online,Self-employed,Yes,Single,Rejected,8%
2016-05-12,Esther,Rent,Present,169215,Online,Employed,No,Divorce,Rejected,10%
2016-05-13,Blessing,School Fees,Absence,608773,Online,Self-employed,No,Single,Rejected,10%
2016-05-14,Paul,Food,Absence,991371,Online,Employed,Yes,Single,Rejected,15%
2016-05-15,John,Others,Absence,178542,Cash,Unemployed,Yes,Single,Approved,15%
2016-05-16,Esther,Rent,Present,454742,Online,Self-employed,No,Single,Rejected,15%
2016-05-17,Eniola,Food,Absence,134216,Cash,Employed,No,Single,Approved,15%
2016-05-18,Propser,Food,Present,869857,Online,Employed,No,Married,Rejected,20%
2016-05-19,Esther,Rent,Present,767607,Online,Employed,No,Single,Approved,20%
2016-05-20,John,School Fees,Present,554349,Online,Self-employed,No,Single,Approved,10%
2016-05-21,John,Others,Present,489806,Online,Unemployed,No,Single,Rejected,20%
2016-05-22,Daniel,Business,Present,737430,Cash,Unemployed,No,Divorce,Rejected,20%
2016-05-23,Esther,Food,Present,120150,Cash,Unemployed,No,Married,Approved,8%
2016-05-24,John,Food,Absence,840215,Cash,Unemployed,No,Single,Approved,10%
2016-05-25,Queen,Business,Absence,867632,Cash,Unemployed,Yes,Single,Approved,15%
2016-05-26,James,Others,Present,868748,Online,Self-employed,No,Married,Approved,8%
2016-05-27,Esther,Others,Present,156248,Cash,Self-employed,Yes,Single,Rejected,15%
2016-05-28,Esther,Rent,Present,467310,Online,Unemployed,No,Divorce,Rejected,10%
2016-05-29,Daniel,Others,Present,318071,Cash,Employed,Yes,Single,Rejected,20%
2016-05-30,Daniel,Business,Absence,436641,Cash,Self-employed,No,Married,Approved,15%
2016-05-31,James,Others,Absence,511153,Online,Employed,No,Married,Rejected,8%
2016-06-01,Daniel,Business,Present,684315,Online,Employed,No,Married,Rejected,10%
2016-06-02,Blessing,School Fees,Present,188101,Online,Unemployed,No,Single,Approved,15%
2016-06-03,Eniola,Food,Present,991065,Online,Employed,Yes,Married,Approved,15%
2016-06-04,John,Rent,Present,909747,Cash,Unemployed,Yes,Married,Approved,20%
2016-06-05,John,Food,Absence,307462,Cash,Self-employed,No,Married,Approved,8%
2016-06-06,Blessing,Food,Present,962489,Cash,Employed,Yes,Single,Approved,10%
2016-06-07,Daniel,Rent,Present,401045,Online,Employed,No,Single,Rejected,15%
2016-06-08,Blessing,Business,Absence,164999,Cash,Unemployed,No,Married,Approved,8%
2016-06-09,Blessing,Business,Present,319202,Cash,Self-employed,Yes,Single,Rejected,8%
2016-06-10,Esther,Food,Present,789218,Cash,Employed,Yes,Single,Approved,15%
2016-06-11,Blessing,Business,Present,194113,Cash,Employed,No,Divorce,Rejected,8%
2016-06-12,John,Food,Present,141714,Online,Unemployed,No,Divorce,Approved,15%
2016-06-13,Queen,Food,Present,137457,Online,Unemployed,No,Single,Approved,10%
2016-06-14,John,Others,Present,330267,Cash,Unemployed,No,Divorce,Approved,20%
2016-06-15,Paul,Others,Absence,315240,Online,Self-employed,Yes,Single,Rejected,10%
2016-06-16,Blessing,Rent,Absence,319379,Online,Self-employed,Yes,Married,Rejected,8%
2016-06-17,John,Others,Present,486500,Cash,Employed,No,Married,Rejected,8%
2016-06-18,John,Others,Absence,327527,Cash,Self-employed,No,Divorce,Approved,15%
2016-06-19,James,School Fees,Absence,166773,Online,Employed,Yes,Divorce,Rejected,8%
2016-06-20,Paul,Rent,Absence,459141,Cash,Unemployed,No,Married,Rejected,20%
2016-06-21,Eniola,Rent,Present,604070,Cash,Unemployed,No,Single,Rejected,15%
2016-06-22,James,Food,Absence,976300,Cash,Employed,No,Divorce,Approved,15%
2016-06-23,Janet,Others,Absence,568306,Cash,Self-employed,Yes,Divorce,Rejected,8%
2016-06-24,James,Business,Present,231310,Cash,Employed,No,Married,Approved,15%
2016-06-25,James,Others,Absence,369068,Online,Unemployed,No,Single,Rejected,15%
2016-06-26,Propser,School Fees,Present,857786,Online,Unemployed,No,Married,Rejected,8%
2016-06-27,Daniel,Business,Absence,180103,Cash,Employed,Yes,Divorce,Approved,8%
2016-06-28,Daniel,Rent,Present,61233,Online,Self-employed,No,Single,Rejected,15%
2016-06-29,Eniola,School Fees,Absence,620519,Cash,Self-employed,No,Divorce,Approved,8%
2016-06-30,Esther,Business,Absence,894887,Online,Unemployed,Yes,Married,Approved,20%
2016-07-01,Blessing,Food,Present,82079,Online,Employed,Yes,Single,Approved,10%
2016-07-02,Esther,Others,Absence,852708,Online,Self-employed,Yes,Single,Approved,15%
2016-07-03,Daniel,Food,Absence,221361,Online,Unemployed,Yes,Single,Rejected,20%
2016-07-04,John,Business,Absence,278473,Online,Self-employed,Yes,Divorce,Approved,8%
2016-07-05,Eniola,Business,Absence,659295,Online,Employed,No,Single,Approved,10%
2016-07-06,Blessing,Others,Absence,800548,Cash,Unemployed,Yes,Married,Approved,20%
2016-07-07,Blessing,Food,Absence,593904,Online,Employed,No,Divorce,Rejected,8%
2016-07-08,Propser,Others,Present,637810,Cash,Unemployed,Yes,Single,Rejected,20%
2016-07-09,Propser,Business,Present,651460,Cash,Self-employed,Yes,Single,Approved,10%
2016-07-10,Blessing,Rent,Present,258757,Cash,Unemployed,No,Divorce,Approved,10%
2016-07-11,Esther,Rent,Present,889540,Cash,Employed,Yes,Married,Rejected,10%
2016-07-12,James,Others,Present,946372,Cash,Self-employed,Yes,Divorce,Approved,8%
2016-07-13,Propser,School Fees,Present,404417,Online,Unemployed,Yes,Single,Approved,10%
2016-07-14,Eniola,School Fees,Present,547589,Cash,Unemployed,Yes,Single,Rejected,10%
2016-07-15,Daniel,Rent,Present,821080,Online,Self-employed,No,Married,Rejected,20%
2016-07-16,Eniola,Business,Absence,682747,Online,Self-employed,Yes,Married,Approved,15%
2016-07-17,James,Rent,Present,399033,Cash,Self-employed,Yes,Married,Approved,20%
2016-07-18,Paul,School Fees,Present,231241,Cash,Self-employed,Yes,Married,Approved,8%
2016-07-19,Eniola,Rent,Present,95684,Cash,Unemployed,Yes,Divorce,Rejected,10%
2016-07-20,Eniola,Others,Present,484331,Cash,Unemployed,No,Divorce,Approved,15%
2016-07-21,Paul,Others,Absence,203903,Online,Self-employed,No,Married,Rejected,15%
2016-07-22,James,Rent,Present,779021,Cash,Self-employed,Yes,Single,Rejected,20%
2016-07-23,Eniola,Business,Present,401936,Cash,Unemployed,No,Single,Rejected,8%
2016-07-24,Queen,School Fees,Present,554067,Cash,Unemployed,Yes,Single,Rejected,20%
2016-07-25,John,Others,Present,776767,Online,Employed,No,Single,Rejected,15%
2016-07-26,Daniel,Business,Present,755987,Cash,Unemployed,No,Married,Approved,8%
2016-07-27,Eniola,Food,Present,168566,Online,Self-employed,No,Divorce,Approved,20%
2016-07-28,Blessing,Rent,Absence,349245,Online,Self-employed,No,Married,Rejected,20%
2016-07-29,John,Business,Present,643257,Online,Unemployed,Yes,Married,Rejected,10%
2016-07-30,Janet,Rent,Absence,931171,Online,Employed,Yes,Divorce,Approved,10%
2016-07-31,Esther,School Fees,Present,362786,Cash,Self-employed,No,Single,Approved,8%
2016-08-01,Queen,Others,Absence,303694,Online,Employed,Yes,Single,Rejected,10%
2016-08-02,James,School Fees,Absence,972236,Online,Employed,No,Divorce,Approved,10%
2016-08-03,John,Business,Absence,467935,Cash,Unemployed,No,Divorce,Rejected,10%
2016-08-04,Eniola,Others,Absence,638572,Online,Employed,No,Single,Approved,8%
2016-08-05,Janet,Food,Present,204248,Cash,Employed,No,Divorce,Rejected,20%
2016-08-06,Janet,Food,Present,806581,Cash,Self-employed,No,Married,Rejected,8%
2016-08-07,Queen,Business,Absence,402107,Cash,Unemployed,Yes,Married,Approved,8%
2016-08-08,John,Food,Present,858919,Cash,Unemployed,Yes,Married,Rejected,20%
2016-08-09,Queen,School Fees,Present,573952,Online,Unemployed,Yes,Married,Rejected,8%
2016-08-10,Blessing,Rent,Absence,893359,Cash,Employed,Yes,Married,Rejected,20%
2016-08-11,James,School Fees,Present,263811,Cash,Self-employed,Yes,Married,Rejected,15%
2016-08-12,James,Others,Absence,852880,Online,Unemployed,No,Divorce,Approved,20%
2016-08-13,Daniel,School Fees,Present,203581,Online,Unemployed,Yes,Married,Approved,20%
2016-08-14,Queen,Rent,Present,595312,Cash,Employed,Yes,Divorce,Rejected,10%
2016-08-15,Janet,Rent,Absence,172680,Online,Unemployed,No,Single,Rejected,20%
2016-08-16,Janet,Business,Absence,223227,Cash,Self-employed,No,Married,Rejected,20%
2016-08-17,Blessing,School Fees,Absence,623013,Cash,Self-employed,Yes,Married,Rejected,8%
2016-08-18,Janet,Others,Present,743162,Cash,Employed,Yes,Divorce,Approved,15%
2016-08-19,Blessing,Rent,Present,243384,Cash,Unemployed,Yes,Divorce,Approved,15%
2016-08-20,Esther,Food,Absence,104795,Cash,Employed,Yes,Divorce,Rejected,15%
2016-08-21,Janet,Business,Absence,113760,Cash,Self-employed,Yes,Single,Approved,10%
2016-08-22,Paul,Others,Absence,742127,Online,Unemployed,No,Divorce,Rejected,15%
2016-08-23,Propser,Business,Present,86293,Online,Employed,Yes,Single,Rejected,10%
2016-08-24,Blessing,Food,Absence,650381,Online,Unemployed,Yes,Married,Approved,10%
2016-08-25,Paul,Rent,Present,755793,Cash,Self-employed,Yes,Married,Approved,8%
2016-08-26,James,Food,Present,227346,Online,Self-employed,No,Divorce,Rejected,20%
2016-08-27,Esther,Business,Present,527046,Online,Self-employed,No,Single,Rejected,10%
2016-08-28,Esther,School Fees,Present,804486,Online,Self-employed,Yes,Single,Approved,20%
2016-08-29,Blessing,Food,Absence,523026,Online,Employed,Yes,Married,Rejected,8%
2016-08-30,James,Food,Present,988954,Online,Self-employed,No,Single,Approved,8%
2016-08-31,Blessing,Food,Absence,386633,Online,Unemployed,No,Divorce,Rejected,15%
2016-09-01,Blessing,Others,Present,714780,Cash,Self-employed,No,Divorce,Approved,20%
2016-09-02,Eniola,School Fees,Absence,265474,Online,Self-employed,No,Divorce,Approved,20%
2016-09-03,John,Rent,Absence,261671,Online,Self-employed,No,Single,Approved,8%
2016-09-04,Paul,Business,Absence,678655,Online,Employed,Yes,Single,Rejected,10%
2016-09-05,Blessing,Business,Absence,875726,Online,Self-employed,No,Married,Rejected,15%
2016-09-06,Esther,Others,Present,373639,Online,Unemployed,Yes,Divorce,Rejected,20%
2016-09-07,James,Others,Absence,921488,Online,Self-employed,Yes,Divorce,Rejected,15%
2016-09-08,Propser,Business,Absence,403960,Online,Unemployed,No,Married,Approved,15%
2016-09-09,Janet,Others,Absence,534843,Cash,Employed,Yes,Married,Rejected,10%
2016-09-10,Queen,School Fees,Present,720070,Cash,Self-employed,No,Single,Approved,10%
2016-09-11,Janet,Business,Absence,159804,Online,Employed,No,Married,Rejected,8%
2016-09-12,Queen,Food,Present,291756,Cash,Self-employed,Yes,Divorce,Approved,8%
2016-09-13,Propser,Others,Absence,272743,Cash,Unemployed,Yes,Single,Approved,10%
2016-09-14,Queen,Business,Absence,289978,Cash,Employed,Yes,Single,Approved,8%
2016-09-15,Eniola,Business,Absence,423358,Online,Self-employed,No,Married,Rejected,10%
2016-09-16,Daniel,Food,Absence,861503,Online,Employed,Yes,Divorce,Approved,20%
2016-09-17,Queen,Business,Present,77729,Cash,Self-employed,Yes,Divorce,Approved,10%
2016-09-18,Paul,Others,Absence,919347,Cash,Self-employed,Yes,Single,Approved,15%
2016-09-19,Janet,Others,Present,374673,Online,Unemployed,Yes,Single,Approved,10%
2016-09-20,Queen,Others,Absence,336933,Cash,Employed,Yes,Single,Approved,8%
2016-09-21,Eniola,Others,Absence,841862,Cash,Unemployed,Yes,Married,Rejected,10%
2016-09-22,Propser,Rent,Present,359252,Online,Employed,Yes,Married,Rejected,15%
2016-09-23,Janet,Food,Absence,361280,Cash,Unemployed,Yes,Single,Rejected,15%
2016-09-24,John,Rent,Absence,341524,Online,Unemployed,Yes,Divorce,Approved,15%
2016-09-25,Propser,Rent,Present,213715,Online,Employed,No,Divorce,Rejected,20%
2016-09-26,Propser,School Fees,Absence,848893,Online,Self-employed,No,Single,Rejected,8%
2016-09-27,Blessing,School Fees,Present,396577,Cash,Unemployed,Yes,Married,Approved,10%
2016-09-28,Daniel,School Fees,Absence,584079,Online,Self-employed,Yes,Single,Rejected,20%
2016-09-29,John,Rent,Present,835964,Online,Unemployed,Yes,Single,Rejected,10%
2016-09-30,Esther,School Fees,Absence,87585,Cash,Employed,No,Single,Approved,20%
2016-10-01,Daniel,School Fees,Present,73961,Online,Self-employed,No,Single,Rejected,8%
2016-10-02,Esther,Others,Absence,544920,Online,Employed,Yes,Single,Approved,10%
2016-10-03,Paul,Rent,Present,174247,Cash,Unemployed,No,Married,Approved,10%
2016-10-04,Esther,Food,Absence,672897,Cash,Unemployed,No,Single,Rejected,15%
2016-10-05,Esther,School Fees,Present,247286,Cash,Employed,No,Divorce,Rejected,8%
2016-10-06,Blessing,Food,Absence,769591,Cash,Employed,No,Married,Approved,10%
2016-10-07,Janet,School Fees,Present,679513,Cash,Employed,No,Divorce,Rejected,8%
2016-10-08,Daniel,Rent,Absence,274612,Cash,Unemployed,Yes,Divorce,Approved,8%
2016-10-09,John,Rent,Present,231770,Cash,Self-employed,Yes,Single,Rejected,20%
2016-10-10,Eniola,Rent,Present,275196,Online,Self-employed,Yes,Single,Approved,10%
2016-10-11,John,School Fees,Absence,66072,Online,Unemployed,No,Divorce,Approved,15%
2016-10-12,Blessing,Food,Absence,821161,Cash,Employed,Yes,Single,Rejected,10%
2016-10-13,Queen,Others,Present,556873,Online,Self-employed,No,Single,Approved,10%
2016-10-14,Daniel,School Fees,Absence,665677,Cash,Self-employed,Yes,Married,Approved,10%
2016-10-15,James,Others,Absence,131872,Cash,Self-employed,Yes,Single,Rejected,15%
2016-10-16,Blessing,School Fees,Present,425446,Online,Self-employed,Yes,Married,Rejected,20%
2016-10-17,Esther,Food,Absence,737761,Cash,Employed,No,Single,Rejected,20%
2016-10-18,Paul,Rent,Absence,283223,Online,Self-employed,No,Single,Approved,10%
2016-10-19,Janet,Business,Absence,104422,Online,Unemployed,No,Single,Rejected,15%
2016-10-20,James,Rent,Present,441468,Online,Unemployed,No,Single,Rejected,10%
2016-10-21,Janet,Food,Absence,781377,Cash,Employed,No,Single,Rejected,10%
2016-10-22,Daniel,Food,Present,305928,Cash,Self-employed,No,Single,Rejected,20%
2016-10-23,Daniel,Rent,Present,888690,Online,Unemployed,Yes,Divorce,Approved,15%
2016-10-24,Eniola,Business,Absence,592720,Cash,Employed,Yes,Married,Approved,8%
2016-10-25,John,School Fees,Present,816678,Cash,Unemployed,No,Married,Rejected,20%
2016-10-26,Propser,Rent,Absence,892228,Cash,Self-employed,No,Single,Rejected,10%
2016-10-27,James,Business,Present,638450,Cash,Unemployed,No,Divorce,Approved,10%
2016-10-28,Propser,School Fees,Absence,792088,Cash,Self-employed,Yes,Divorce,Rejected,8%
2016-10-29,Daniel,Food,Present,135263,Online,Unemployed,No,Single,Approved,20%
2016-10-30,Paul,Others,Absence,636896,Cash,Self-employed,No,Single,Rejected,8%
2016-10-31,Daniel,Others,Absence,511320,Cash,Self-employed,No,Divorce,Rejected,15%
2016-11-01,John,Business,Present,710572,Cash,Unemployed,No,Single,Approved,20%
2016-11-02,Propser,School Fees,Absence,704065,Online,Self-employed,No,Divorce,Approved,8%
2016-11-03,James,School Fees,Absence,167515,Cash,Self-employed,No,Married,Approved,8%
2016-11-04,Paul,School Fees,Present,999890,Online,Self-employed,Yes,Married,Rejected,8%
2016-11-05,Esther,Rent,Present,485576,Cash,Employed,No,Married,Rejected,8%
2016-11-06,Blessing,Food,Absence,178661,Cash,Self-employed,Yes,Divorce,Approved,20%
2016-11-07,Queen,Business,Absence,476408,Online,Self-employed,No,Single,Rejected,15%
2016-11-08,James,Food,Present,111011,Cash,Unemployed,Yes,Single,Approved,8%
2016-11-09,Blessing,Others,Absence,63553,Online,Unemployed,No,Divorce,Rejected,10%
2016-11-10,Queen,Business,Present,532266,Cash,Unemployed,Yes,Divorce,Rejected,10%
2016-11-11,James,Food,Absence,543403,Cash,Unemployed,Yes,Single,Approved,20%
2016-11-12,Esther,Others,Absence,927242,Online,Unemployed,Yes,Divorce,Rejected,8%
2016-11-13,John,Food,Present,299578,Cash,Self-employed,Yes,Single,Rejected,15%
2016-11-14,Queen,Others,Present,780399,Cash,Unemployed,Yes,Married,Rejected,10%
2016-11-15,Janet,School Fees,Present,543188,Online,Self-employed,No,Single,Rejected,10%
2016-11-16,Esther,Rent,Absence,697989,Online,Employed,Yes,Divorce,Rejected,10%
2016-11-17,James,Rent,Absence,804137,Online,Unemployed,No,Single,Rejected,8%
2016-11-18,Eniola,School Fees,Present,880774,Online,Self-employed,Yes,Divorce,Rejected,20%
2016-11-19,Queen,Others,Absence,373245,Online,Unemployed,No,Divorce,Rejected,15%
2016-11-20,Esther,Rent,Present,648532,Cash,Self-employed,Yes,Divorce,Rejected,15%
2016-11-21,Paul,Rent,Present,499674,Cash,Unemployed,Yes,Married,Approved,20%
2016-11-22,Janet,Others,Absence,409797,Cash,Self-employed,Yes,Single,Rejected,15%
2016-11-23,John,School Fees,Absence,432255,Cash,Unemployed,No,Married,Rejected,10%
2016-11-24,John,School Fees,Absence,313706,Cash,Employed,No,Divorce,Rejected,20%
2016-11-25,James,Business,Absence,880214,Cash,Employed,No,Single,Approved,20%
2016-11-26,Blessing,Others,Present,88132,Cash,Unemployed,Yes,Married,Rejected,10%
2016-11-27,Queen,School Fees,Absence,364260,Cash,Self-employed,Yes,Married,Approved,10%
2016-11-28,Eniola,Business,Present,368647,Online,Unemployed,Yes,Single,Rejected,10%
2016-11-29,Daniel,School Fees,Present,334097,Online,Employed,Yes,Single,Rejected,20%
2016-11-30,James,Others,Absence,296960,Online,Unemployed,No,Married,Rejected,20%
2016-12-01,John,Food,Present,289359,Online,Unemployed,Yes,Single,Approved,20%
2016-12-02,Propser,Business,Absence,417818,Cash,Unemployed,No,Married,Rejected,20%
2016-12-03,Blessing,Others,Present,649835,Online,Employed,Yes,Single,Approved,8%
2016-12-04,Esther,School Fees,Absence,664634,Online,Self-employed,Yes,Married,Approved,8%
2016-12-05,Eniola,School Fees,Absence,538500,Cash,Unemployed,Yes,Divorce,Rejected,15%
2016-12-06,Blessing,Food,Absence,701602,Cash,Unemployed,No,Married,Rejected,20%
2016-12-07,Janet,School Fees,Absence,531114,Cash,Self-employed,No,Married,Rejected,20%
2016-12-08,Janet,Business,Absence,410447,Cash,Self-employed,No,Divorce,Approved,20%
2016-12-09,Daniel,School Fees,Absence,532517,Online,Employed,No,Divorce,Approved,8%
2016-12-10,Esther,Food,Present,163871,Cash,Unemployed,No,Divorce,Rejected,8%
2016-12-11,James,Business,Absence,575714,Online,Employed,Yes,Married,Rejected,8%
2016-12-12,Janet,Others,Present,943432,Online,Employed,No,Divorce,Approved,10%
2016-12-13,Queen,Others,Present,539436,Online,Employed,Yes,Married,Rejected,15%
2016-12-14,Propser,Rent,Present,67251,Cash,Self-employed,No,Single,Rejected,20%
2016-12-15,Esther,Business,Absence,57865,Online,Employed,No,Divorce,Approved,10%
2016-12-16,Queen,Food,Present,890937,Online,Unemployed,Yes,Divorce,Rejected,15%
2016-12-17,Propser,Rent,Absence,389031,Cash,Unemployed,No,Divorce,Rejected,20%
2016-12-18,James,Others,Present,141678,Online,Employed,No,Married,Rejected,20%
2016-12-19,Paul,Others,Absence,937576,Online,Unemployed,No,Divorce,Rejected,8%
2016-12-20,Esther,School Fees,Present,499268,Cash,Self-employed,No,Married,Approved,15%
2016-12-21,Janet,School Fees,Absence,167050,Cash,Employed,Yes,Married,Rejected,20%
2016-12-22,Propser,Food,Absence,712260,Online,Self-employed,No,Married,Approved,8%
2016-12-23,James,Rent,Present,264776,Cash,Self-employed,No,Divorce,Rejected,20%
2016-12-24,Blessing,Others,Present,890000,Cash,Unemployed,Yes,Married,Rejected,10%
2016-12-25,Queen,School Fees,Absence,840705,Cash,Unemployed,Yes,Divorce,Rejected,20%
2016-12-26,Paul,Others,Present,365441,Cash,Employed,Yes,Divorce,Rejected,10%
2016-12-27,Daniel,Rent,Absence,956783,Cash,Self-employed,No,Divorce,Approved,20%
2016-12-28,Queen,School Fees,Present,410343,Cash,Unemployed,Yes,Single,Approved,15%
2016-12-29,Propser,School Fees,Absence,976955,Cash,Employed,No,Divorce,Approved,15%
2016-12-30,Propser,School Fees,Present,466073,Cash,Self-employed,Yes,Married,Approved,20%
2016-12-31,Esther,Others,Absence,575000,Online,Unemployed,No,Divorce,Approved,8%
2017-01-01,John,Rent,Present,925803,Online,Employed,No,Divorce,Rejected,10%
2017-01-02,Propser,Rent,Absence,290537,Cash,Unemployed,No,Divorce,Rejected,15%
2017-01-03,Paul,Others,Absence,645894,Online,Employed,No,Single,Approved,8%
2017-01-04,John,Food,Present,898773,Online,Employed,Yes,Divorce,Rejected,8%
2017-01-05,Paul,Rent,Absence,437252,Cash,Employed,Yes,Divorce,Rejected,15%
2017-01-06,Queen,Rent,Absence,201633,Online,Self-employed,Yes,Married,Rejected,15%
2017-01-07,Queen,Food,Absence,667423,Cash,Employed,No,Single,Approved,10%
2017-01-08,James,Rent,Present,135858,Online,Unemployed,No,Divorce,Rejected,15%
2017-01-09,Esther,Rent,Absence,468799,Cash,Self-employed,No,Single,Approved,20%
2017-01-10,Blessing,Business,Present,788726,Online,Unemployed,Yes,Divorce,Approved,15%
2017-01-11,Propser,Rent,Present,729269,Cash,Self-employed,Yes,Divorce,Rejected,8%
2017-01-12,Propser,Food,Absence,898216,Online,Employed,No,Single,Approved,8%
2017-01-13,Paul,School Fees,Absence,354957,Cash,Unemployed,No,Divorce,Approved,20%
2017-01-14,Eniola,School Fees,Present,303033,Online,Self-employed,Yes,Married,Rejected,20%
2017-01-15,Daniel,Food,Present,648570,Online,Self-employed,No,Divorce,Rejected,15%
2017-01-16,Paul,Rent,Absence,124206,Online,Self-employed,Yes,Divorce,Approved,10%
2017-01-17,Eniola,School Fees,Absence,927514,Cash,Self-employed,Yes,Married,Approved,15%
2017-01-18,Propser,Others,Absence,626355,Online,Self-employed,No,Divorce,Rejected,8%
2017-01-19,James,Business,Absence,719515,Cash,Unemployed,Yes,Divorce,Approved,8%
2017-01-20,James,School Fees,Present,660555,Online,Self-employed,Yes,Married,Approved,20%
2017-01-21,Eniola,School Fees,Present,148653,Cash,Self-employed,No,Divorce,Rejected,15%
2017-01-22,Queen,Business,Present,84861,Cash,Self-employed,Yes,Married,Rejected,15%
2017-01-23,John,Others,Present,505483,Online,Employed,Yes,Single,Rejected,15%
2017-01-24,James,School Fees,Absence,329039,Cash,Unemployed,No,Divorce,Rejected,20%
2017-01-25,Queen,Business,Absence,974188,Cash,Self-employed,Yes,Single,Rejected,15%
2017-01-26,Eniola,Food,Present,222884,Online,Self-employed,No,Married,Rejected,15%
2017-01-27,Janet,School Fees,Absence,655422,Online,Employed,Yes,Single,Rejected,8%
2017-01-28,Blessing,Food,Present,52641,Cash,Self-employed,Yes,Divorce,Approved,20%
2017-01-29,Paul,Others,Absence,983486,Cash,Employed,Yes,Divorce,Rejected,10%
2017-01-30,Blessing,Rent,Absence,405470,Online,Employed,Yes,Married,Approved,10%
2017-01-31,Esther,Rent,Absence,980492,Cash,Self-employed,No,Married,Approved,15%
2017-02-01,Queen,Others,Present,190818,Cash,Employed,No,Married,Rejected,8%
2017-02-02,Propser,School Fees,Absence,367130,Cash,Self-employed,No,Divorce,Rejected,20%
2017-02-03,Eniola,Others,Absence,732456,Cash,Employed,No,Single,Rejected,10%
2017-02-04,Blessing,School Fees,Present,109198,Cash,Employed,No,Married,Approved,8%
2017-02-05,Propser,Rent,Present,437368,Cash,Self-employed,Yes,Single,Approved,15%
2017-02-06,Blessing,Rent,Absence,637320,Cash,Self-employed,No,Single,Rejected,10%
2017-02-07,Blessing,Business,Absence,724516,Cash,Employed,Yes,Divorce,Approved,15%
2017-02-08,Eniola,Business,Absence,101765,Online,Employed,Yes,Divorce,Approved,8%
2017-02-09,Paul,Food,Absence,423715,Online,Employed,No,Single,Approved,10%
2017-02-10,Daniel,Business,Absence,711724,Cash,Self-employed,Yes,Married,Rejected,10%
2017-02-11,Eniola,School Fees,Absence,946426,Online,Unemployed,No,Married,Approved,10%
2017-02-12,Blessing,Rent,Present,184456,Online,Self-employed,Yes,Married,Rejected,8%
2017-02-13,Queen,School Fees,Present,370240,Online,Unemployed,Yes,Married,Approved,10%
2017-02-14,Esther,Food,Absence,467578,Cash,Unemployed,Yes,Married,Approved,15%
2017-02-15,Janet,Food,Absence,148532,Online,Employed,Yes,Divorce,Approved,20%
2017-02-16,Daniel,Business,Absence,437862,Cash,Unemployed,Yes,Married,Rejected,8%
2017-02-17,Daniel,Rent,Present,354472,Online,Employed,No,Single,Approved,10%
2017-02-18,Daniel,Rent,Present,529829,Cash,Self-employed,No,Single,Approved,10%
2017-02-19,Janet,Rent,Absence,576462,Cash,Unemployed,No,Divorce,Rejected,8%
2017-02-20,Eniola,Rent,Present,589812,Cash,Unemployed,No,Single,Rejected,20%
2017-02-21,John,Rent,Present,638814,Online,Employed,No,Single,Rejected,15%
2017-02-22,John,Others,Absence,783307,Online,Self-employed,No,Single,Rejected,10%
2017-02-23,Queen,Rent,Absence,822451,Online,Employed,Yes,Married,Approved,8%
2017-02-24,Daniel,Food,Present,361825,Cash,Employed,Yes,Single,Rejected,8%
2017-02-25,Daniel,Rent,Present,249312,Online,Self-employed,No,Divorce,Rejected,20%
2017-02-26,Paul,Food,Absence,89285,Online,Unemployed,No,Divorce,Approved,15%
2017-02-27,Janet,Business,Present,691534,Cash,Employed,Yes,Married,Rejected,8%
2017-02-28,Queen,Rent,Present,363734,Cash,Unemployed,No,Divorce,Approved,10%
2017-03-01,Paul,Business,Absence,147196,Cash,Employed,Yes,Divorce,Approved,20%
2017-03-02,Janet,School Fees,Absence,870426,Cash,Self-employed,No,Married,Approved,8%
2017-03-03,Queen,Business,Present,822078,Cash,Unemployed,Yes,Divorce,Rejected,15%
2017-03-04,James,Rent,Absence,124842,Online,Employed,Yes,Divorce,Rejected,10%
2017-03-05,Eniola,Business,Present,472473,Cash,Employed,No,Single,Approved,8%
2017-03-06,Propser,Others,Absence,159970,Cash,Self-employed,Yes,Single,Rejected,15%
2017-03-07,Eniola,Business,Absence,312093,Online,Unemployed,No,Single,Approved,20%
